cod_disc,nome_disc,ementa,ppc_comp,abet_so,justificativa_abet
EPR0006,SEGURANÃ‡A E SAÃšDE NO TRABALHO,"Conhecer as questões associadas aos acidentes e doenças do trabalho; Reconhecer os riscos ambientais; Aprender técnicas de controle de riscos ambientais; Aprender técnicas de prevenção e combate à incêndios; Aprender os conceitos de programas de manutenção voltados à segurança e saúde no trabalho; Aprender técnicas de implantação de sistemas de gestão integrada de qualidade, meio ambiente, segurança e saúde no trabalho.",PPC-EP-07,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina SEGURANÇA E SAÚDE NO TRABALHO foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0007,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 5,Aplicar conhecimentos obtidos na disciplina de Gestão da Qualidade na Produção.,PPC-EP-02,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 5 foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0007,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 5,Aplicar conhecimentos obtidos na disciplina de Gestão da Qualidade na Produção.,PPC-EP-07,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 5 foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0030,GESTÃƒO DA QUALIDADE NA PRODUÃ‡ÃƒO,"Objetivo Geral: Apresentar aos alunos conceitos básicos de Gestão da Qualidade; visões da Qualidade; Escolas de Gestão da Qualidade; Qualidade do Produto; Sistemas da Qualidade e Ferramentas da Qualidade. Objetivo Específico: Desenvolver a capacidade nos alunos de promover melhoria contínua nos processos produtivos e serviços ofertados pelas empresas, sejam públicas ou privadas, utilizando as ferramentas de qualidade aprendidas em sala de aula.",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina GESTÃO DA QUALIDADE NA PRODUÇÃO foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0030,GESTÃƒO DA QUALIDADE NA PRODUÃ‡ÃƒO,"Objetivo Geral: Apresentar aos alunos conceitos básicos de Gestão da Qualidade; visões da Qualidade; Escolas de Gestão da Qualidade; Qualidade do Produto; Sistemas da Qualidade e Ferramentas da Qualidade. Objetivo Específico: Desenvolver a capacidade nos alunos de promover melhoria contínua nos processos produtivos e serviços ofertados pelas empresas, sejam públicas ou privadas, utilizando as ferramentas de qualidade aprendidas em sala de aula.",PPC-EP-07,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina GESTÃO DA QUALIDADE NA PRODUÇÃO foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0077,ERGONOMIA DE SISTEMAS PRODUTIVOS,Fornecer o suporte teórico-prático que permita aos alunos aprimorar a compreensão relativa à Ergonomia e ao comportamento humano em ambientes organizacionais.,PPC-EP-02,,
EPR0008,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 6,A disciplina tem como objetivo aplicação prática dos conteúdos técnicos das disciplina teórica Engenharia de Produto.,PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 6 foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0008,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 6,A disciplina tem como objetivo aplicação prática dos conteúdos técnicos das disciplina teórica Engenharia de Produto.,PPC-EP-02,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 6 foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
EPR0012,LOGÃSTICA,Logística empresarial. Logística de suprimentos. Logística de distribuição. Logística reversa. Estratégias de localização. Gestão da cadeia de suprimentos. Gestão de estoques. Movimentação e armazenagem. Projeto e análise de sistemas logísticos. Transporte. Métodos multicritérios de apoio à decisão em problemas logísticos. Estudo de casos.,PPC-EP-01,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina LOGÍSTICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0012,LOGÃSTICA,Logística empresarial. Logística de suprimentos. Logística de distribuição. Logística reversa. Estratégias de localização. Gestão da cadeia de suprimentos. Gestão de estoques. Movimentação e armazenagem. Projeto e análise de sistemas logísticos. Transporte. Métodos multicritérios de apoio à decisão em problemas logísticos. Estudo de casos.,PPC-EP-02,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina LOGÍSTICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0012,LOGÃSTICA,Logística empresarial. Logística de suprimentos. Logística de distribuição. Logística reversa. Estratégias de localização. Gestão da cadeia de suprimentos. Gestão de estoques. Movimentação e armazenagem. Projeto e análise de sistemas logísticos. Transporte. Métodos multicritérios de apoio à decisão em problemas logísticos. Estudo de casos.,PPC-EP-06,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina LOGÍSTICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0012,LOGÃSTICA,Logística empresarial. Logística de suprimentos. Logística de distribuição. Logística reversa. Estratégias de localização. Gestão da cadeia de suprimentos. Gestão de estoques. Movimentação e armazenagem. Projeto e análise de sistemas logísticos. Transporte. Métodos multicritérios de apoio à decisão em problemas logísticos. Estudo de casos.,PPC-EP-01,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina LOGÍSTICA foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0012,LOGÃSTICA,Logística empresarial. Logística de suprimentos. Logística de distribuição. Logística reversa. Estratégias de localização. Gestão da cadeia de suprimentos. Gestão de estoques. Movimentação e armazenagem. Projeto e análise de sistemas logísticos. Transporte. Métodos multicritérios de apoio à decisão em problemas logísticos. Estudo de casos.,PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina LOGÍSTICA foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0012,LOGÃSTICA,Logística empresarial. Logística de suprimentos. Logística de distribuição. Logística reversa. Estratégias de localização. Gestão da cadeia de suprimentos. Gestão de estoques. Movimentação e armazenagem. Projeto e análise de sistemas logísticos. Transporte. Métodos multicritérios de apoio à decisão em problemas logísticos. Estudo de casos.,PPC-EP-06,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina LOGÍSTICA foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0012,LOGÃSTICA,Logística empresarial. Logística de suprimentos. Logística de distribuição. Logística reversa. Estratégias de localização. Gestão da cadeia de suprimentos. Gestão de estoques. Movimentação e armazenagem. Projeto e análise de sistemas logísticos. Transporte. Métodos multicritérios de apoio à decisão em problemas logísticos. Estudo de casos.,PPC-EP-01,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina LOGÍSTICA foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
EPR0012,LOGÃSTICA,Logística empresarial. Logística de suprimentos. Logística de distribuição. Logística reversa. Estratégias de localização. Gestão da cadeia de suprimentos. Gestão de estoques. Movimentação e armazenagem. Projeto e análise de sistemas logísticos. Transporte. Métodos multicritérios de apoio à decisão em problemas logísticos. Estudo de casos.,PPC-EP-02,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina LOGÍSTICA foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
EPR0012,LOGÃSTICA,Logística empresarial. Logística de suprimentos. Logística de distribuição. Logística reversa. Estratégias de localização. Gestão da cadeia de suprimentos. Gestão de estoques. Movimentação e armazenagem. Projeto e análise de sistemas logísticos. Transporte. Métodos multicritérios de apoio à decisão em problemas logísticos. Estudo de casos.,PPC-EP-06,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina LOGÍSTICA foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
EPR0013,ENGENHARIA DO PRODUTO,"Apresentar uma visão geral do processo de desenvolvimento de produtos, desenvolver competências pela aplicação de métodos e ferramentas para tomada decisão. Desenvolver a concepção de um produto. Fazer avaliação viabilidade econômica do novo produto.",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina ENGENHARIA DO PRODUTO foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0013,ENGENHARIA DO PRODUTO,"Apresentar uma visão geral do processo de desenvolvimento de produtos, desenvolver competências pela aplicação de métodos e ferramentas para tomada decisão. Desenvolver a concepção de um produto. Fazer avaliação viabilidade econômica do novo produto.",PPC-EP-03,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina ENGENHARIA DO PRODUTO foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0009,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 7,Aplicar conhecimentos obtidos na disciplina de Gestão Estratégica.,,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 7 foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0065,GESTÃƒO ESTRATÃ‰GICA,"Crepúsculo  de  uma  nova  era, mundo  VUCA,  origem  e  evolução  do problema estratégico,  percepção  do problema estratégico por parte das empresas, conceituação de estratégia, pensamento estratégico, objetivos e papel  da  estratégia,  empresa  orientada  para  a  estratégia, evolução  do  pensamento  estratégico, dinâmica  estratégica,  escolas  do  pensamento  estratégico, Métodos de formulação de estratégias forças  competitivas  que  moldam  a  estratégia,  vantagem competitiva, Estruturas organizacionais e nível de planejamento, Fundamentos de planejamento: planos, programas e projetos,  o  processo  da  gestão estratégica, gestão  e planejamento  estratégico,  conceituação,  processo  e  desenvolvimento, transformando  estratégia  em  resultados gerenciamento  do desempenho, Objetivo e avaliação de desempenho indicadores de desempenho e estabelecimento de metas. Desdobramentos de diretrizes, Gestão da rotina.",PPC-EP-01,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina GESTÃO ESTRATÉGICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0065,GESTÃƒO ESTRATÃ‰GICA,"Crepúsculo  de  uma  nova  era, mundo  VUCA,  origem  e  evolução  do problema estratégico,  percepção  do problema estratégico por parte das empresas, conceituação de estratégia, pensamento estratégico, objetivos e papel  da  estratégia,  empresa  orientada  para  a  estratégia, evolução  do  pensamento  estratégico, dinâmica  estratégica,  escolas  do  pensamento  estratégico, Métodos de formulação de estratégias forças  competitivas  que  moldam  a  estratégia,  vantagem competitiva, Estruturas organizacionais e nível de planejamento, Fundamentos de planejamento: planos, programas e projetos,  o  processo  da  gestão estratégica, gestão  e planejamento  estratégico,  conceituação,  processo  e  desenvolvimento, transformando  estratégia  em  resultados gerenciamento  do desempenho, Objetivo e avaliação de desempenho indicadores de desempenho e estabelecimento de metas. Desdobramentos de diretrizes, Gestão da rotina.",PPC-EP-02,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina GESTÃO ESTRATÉGICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0065,GESTÃƒO ESTRATÃ‰GICA,"Crepúsculo  de  uma  nova  era, mundo  VUCA,  origem  e  evolução  do problema estratégico,  percepção  do problema estratégico por parte das empresas, conceituação de estratégia, pensamento estratégico, objetivos e papel  da  estratégia,  empresa  orientada  para  a  estratégia, evolução  do  pensamento  estratégico, dinâmica  estratégica,  escolas  do  pensamento  estratégico, Métodos de formulação de estratégias forças  competitivas  que  moldam  a  estratégia,  vantagem competitiva, Estruturas organizacionais e nível de planejamento, Fundamentos de planejamento: planos, programas e projetos,  o  processo  da  gestão estratégica, gestão  e planejamento  estratégico,  conceituação,  processo  e  desenvolvimento, transformando  estratégia  em  resultados gerenciamento  do desempenho, Objetivo e avaliação de desempenho indicadores de desempenho e estabelecimento de metas. Desdobramentos de diretrizes, Gestão da rotina.",PPC-EP-01,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina GESTÃO ESTRATÉGICA foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0065,GESTÃƒO ESTRATÃ‰GICA,"Crepúsculo  de  uma  nova  era, mundo  VUCA,  origem  e  evolução  do problema estratégico,  percepção  do problema estratégico por parte das empresas, conceituação de estratégia, pensamento estratégico, objetivos e papel  da  estratégia,  empresa  orientada  para  a  estratégia, evolução  do  pensamento  estratégico, dinâmica  estratégica,  escolas  do  pensamento  estratégico, Métodos de formulação de estratégias forças  competitivas  que  moldam  a  estratégia,  vantagem competitiva, Estruturas organizacionais e nível de planejamento, Fundamentos de planejamento: planos, programas e projetos,  o  processo  da  gestão estratégica, gestão  e planejamento  estratégico,  conceituação,  processo  e  desenvolvimento, transformando  estratégia  em  resultados gerenciamento  do desempenho, Objetivo e avaliação de desempenho indicadores de desempenho e estabelecimento de metas. Desdobramentos de diretrizes, Gestão da rotina.",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina GESTÃO ESTRATÉGICA foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0065,GESTÃƒO ESTRATÃ‰GICA,"Crepúsculo  de  uma  nova  era, mundo  VUCA,  origem  e  evolução  do problema estratégico,  percepção  do problema estratégico por parte das empresas, conceituação de estratégia, pensamento estratégico, objetivos e papel  da  estratégia,  empresa  orientada  para  a  estratégia, evolução  do  pensamento  estratégico, dinâmica  estratégica,  escolas  do  pensamento  estratégico, Métodos de formulação de estratégias forças  competitivas  que  moldam  a  estratégia,  vantagem competitiva, Estruturas organizacionais e nível de planejamento, Fundamentos de planejamento: planos, programas e projetos,  o  processo  da  gestão estratégica, gestão  e planejamento  estratégico,  conceituação,  processo  e  desenvolvimento, transformando  estratégia  em  resultados gerenciamento  do desempenho, Objetivo e avaliação de desempenho indicadores de desempenho e estabelecimento de metas. Desdobramentos de diretrizes, Gestão da rotina.",PPC-EP-01,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina GESTÃO ESTRATÉGICA foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0065,GESTÃƒO ESTRATÃ‰GICA,"Crepúsculo  de  uma  nova  era, mundo  VUCA,  origem  e  evolução  do problema estratégico,  percepção  do problema estratégico por parte das empresas, conceituação de estratégia, pensamento estratégico, objetivos e papel  da  estratégia,  empresa  orientada  para  a  estratégia, evolução  do  pensamento  estratégico, dinâmica  estratégica,  escolas  do  pensamento  estratégico, Métodos de formulação de estratégias forças  competitivas  que  moldam  a  estratégia,  vantagem competitiva, Estruturas organizacionais e nível de planejamento, Fundamentos de planejamento: planos, programas e projetos,  o  processo  da  gestão estratégica, gestão  e planejamento  estratégico,  conceituação,  processo  e  desenvolvimento, transformando  estratégia  em  resultados gerenciamento  do desempenho, Objetivo e avaliação de desempenho indicadores de desempenho e estabelecimento de metas. Desdobramentos de diretrizes, Gestão da rotina.",PPC-EP-02,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina GESTÃO ESTRATÉGICA foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0010,ESTÃGIO SUPERVISIONADO OBRIGATÃ“RIO,sem ementa.,,,
EPR0045,PROJETO DE GRADUAÃ‡ÃƒO DE ENGENHARIA DE PRODUÃ‡ÃƒO 1,"O Projeto de Graduação 1 é uma atividade integradora de conhecimentos obrigatória do curso de graduação em Engenharia de Produção, que visa propiciar ao aluno a consolidação da capacidade de investigação e resolução de problemas em engenharia de maneira global e objetiva, o aprimoramento da habilidade para elaboração de documentos técnicos e o desenvolvimento da capacidade de expressão oral em público. A carga horária do Projeto de Graduação 1 será integralizada pelo estudante por meio de dois componentes curriculares do tipo atividade. O Regulamento de Projeto Final do Projeto Pedagógico do Curso de Engenharia de Produção descreve as regras para matrícula, desenvolvimento e avaliação nestes componentes curriculares.",PPC-EP-01,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina PROJETO DE GRADUAÇÃO DE ENGENHARIA DE PRODUÇÃO 1 foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0045,PROJETO DE GRADUAÃ‡ÃƒO DE ENGENHARIA DE PRODUÃ‡ÃƒO 1,"O Projeto de Graduação 1 é uma atividade integradora de conhecimentos obrigatória do curso de graduação em Engenharia de Produção, que visa propiciar ao aluno a consolidação da capacidade de investigação e resolução de problemas em engenharia de maneira global e objetiva, o aprimoramento da habilidade para elaboração de documentos técnicos e o desenvolvimento da capacidade de expressão oral em público. A carga horária do Projeto de Graduação 1 será integralizada pelo estudante por meio de dois componentes curriculares do tipo atividade. O Regulamento de Projeto Final do Projeto Pedagógico do Curso de Engenharia de Produção descreve as regras para matrícula, desenvolvimento e avaliação nestes componentes curriculares.",PPC-EP-02,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina PROJETO DE GRADUAÇÃO DE ENGENHARIA DE PRODUÇÃO 1 foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0045,PROJETO DE GRADUAÃ‡ÃƒO DE ENGENHARIA DE PRODUÃ‡ÃƒO 1,"O Projeto de Graduação 1 é uma atividade integradora de conhecimentos obrigatória do curso de graduação em Engenharia de Produção, que visa propiciar ao aluno a consolidação da capacidade de investigação e resolução de problemas em engenharia de maneira global e objetiva, o aprimoramento da habilidade para elaboração de documentos técnicos e o desenvolvimento da capacidade de expressão oral em público. A carga horária do Projeto de Graduação 1 será integralizada pelo estudante por meio de dois componentes curriculares do tipo atividade. O Regulamento de Projeto Final do Projeto Pedagógico do Curso de Engenharia de Produção descreve as regras para matrícula, desenvolvimento e avaliação nestes componentes curriculares.",PPC-EP-01,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina PROJETO DE GRADUAÇÃO DE ENGENHARIA DE PRODUÇÃO 1 foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0045,PROJETO DE GRADUAÃ‡ÃƒO DE ENGENHARIA DE PRODUÃ‡ÃƒO 1,"O Projeto de Graduação 1 é uma atividade integradora de conhecimentos obrigatória do curso de graduação em Engenharia de Produção, que visa propiciar ao aluno a consolidação da capacidade de investigação e resolução de problemas em engenharia de maneira global e objetiva, o aprimoramento da habilidade para elaboração de documentos técnicos e o desenvolvimento da capacidade de expressão oral em público. A carga horária do Projeto de Graduação 1 será integralizada pelo estudante por meio de dois componentes curriculares do tipo atividade. O Regulamento de Projeto Final do Projeto Pedagógico do Curso de Engenharia de Produção descreve as regras para matrícula, desenvolvimento e avaliação nestes componentes curriculares.",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina PROJETO DE GRADUAÇÃO DE ENGENHARIA DE PRODUÇÃO 1 foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0045,PROJETO DE GRADUAÃ‡ÃƒO DE ENGENHARIA DE PRODUÃ‡ÃƒO 1,"O Projeto de Graduação 1 é uma atividade integradora de conhecimentos obrigatória do curso de graduação em Engenharia de Produção, que visa propiciar ao aluno a consolidação da capacidade de investigação e resolução de problemas em engenharia de maneira global e objetiva, o aprimoramento da habilidade para elaboração de documentos técnicos e o desenvolvimento da capacidade de expressão oral em público. A carga horária do Projeto de Graduação 1 será integralizada pelo estudante por meio de dois componentes curriculares do tipo atividade. O Regulamento de Projeto Final do Projeto Pedagógico do Curso de Engenharia de Produção descreve as regras para matrícula, desenvolvimento e avaliação nestes componentes curriculares.",PPC-EP-01,SO3 - uma habilidade de se comunicar de forma eficaz com uma variedade de públicos.,"A disciplina PROJETO DE GRADUAÇÃO DE ENGENHARIA DE PRODUÇÃO 1 foi associada ao SO3 porque, conforme sua ementa, contribui para desenvolver a habilidade de comunicar resultados, ideias e soluções de forma clara e adequada a diferentes públicos."
EPR0045,PROJETO DE GRADUAÃ‡ÃƒO DE ENGENHARIA DE PRODUÃ‡ÃƒO 1,"O Projeto de Graduação 1 é uma atividade integradora de conhecimentos obrigatória do curso de graduação em Engenharia de Produção, que visa propiciar ao aluno a consolidação da capacidade de investigação e resolução de problemas em engenharia de maneira global e objetiva, o aprimoramento da habilidade para elaboração de documentos técnicos e o desenvolvimento da capacidade de expressão oral em público. A carga horária do Projeto de Graduação 1 será integralizada pelo estudante por meio de dois componentes curriculares do tipo atividade. O Regulamento de Projeto Final do Projeto Pedagógico do Curso de Engenharia de Produção descreve as regras para matrícula, desenvolvimento e avaliação nestes componentes curriculares.",PPC-EP-02,SO3 - uma habilidade de se comunicar de forma eficaz com uma variedade de públicos.,"A disciplina PROJETO DE GRADUAÇÃO DE ENGENHARIA DE PRODUÇÃO 1 foi associada ao SO3 porque, conforme sua ementa, contribui para desenvolver a habilidade de comunicar resultados, ideias e soluções de forma clara e adequada a diferentes públicos."
EPR0045,PROJETO DE GRADUAÃ‡ÃƒO DE ENGENHARIA DE PRODUÃ‡ÃƒO 1,"O Projeto de Graduação 1 é uma atividade integradora de conhecimentos obrigatória do curso de graduação em Engenharia de Produção, que visa propiciar ao aluno a consolidação da capacidade de investigação e resolução de problemas em engenharia de maneira global e objetiva, o aprimoramento da habilidade para elaboração de documentos técnicos e o desenvolvimento da capacidade de expressão oral em público. A carga horária do Projeto de Graduação 1 será integralizada pelo estudante por meio de dois componentes curriculares do tipo atividade. O Regulamento de Projeto Final do Projeto Pedagógico do Curso de Engenharia de Produção descreve as regras para matrícula, desenvolvimento e avaliação nestes componentes curriculares.",PPC-EP-01,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina PROJETO DE GRADUAÇÃO DE ENGENHARIA DE PRODUÇÃO 1 foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
